title,description_type,class_prob_human,class_prob_ai,class_prob_mixed,confidence_score_ai,confidence_score_human,confidence_score_mixed,confidence_score,predicted_class,LLM_win_ratio_gpt-4-1106-preview,LLM_win_ratio_gpt-3.5-turbo,LLM_win_ratio_gpt-3.5-turbo-1106,LLM_win_ratio_together-mistralai/Mixtral-8x22B-Instruct-v0.1,LLM_win_ratio_together-Qwen/Qwen1.5-4B-Chat,LLM_win_ratio_together-Qwen/Qwen1.5-14B-Chat,LLM_win_ratio_together-Qwen/Qwen1.5-72B-Chat,LLM_win_ratio_together-meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,LLM_win_ratio_together-Qwen/Qwen2.5-72B-Instruct-Turbo
tscomon_41_cat_house_cat_tree_fo,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,1.0,1.0
avapow_car_jump_starter_4000a_pe,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,0.5,1.0,1.0,1.0,0.25,0.625,1.0,0.5,0.5
avapow_car_jump_starter_4000a_pe,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,1.0,1.0,1.0,0.25,0.625,1.0,0.5,0.5
yamiu_travel_shoe_bags_set_of_4_,human_description,0.9886619548292076,0.0113380451707924,0.0,0.0113380451707924,0.9886619548292076,0.0,0.9886619548292076,human,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.5,1.0
yamiu_travel_shoe_bags_set_of_4_,llm_description,0.544208436280988,0.4547343152464679,0.001057248472544,0.4547343152464679,0.544208436280988,0.001057248472544,0.544208436280988,human,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.5,1.0
squirrel_housenesting_box_cedar_,human_description,0.9886619548292076,0.0113380451707924,0.0,0.0113380451707924,0.9886619548292076,0.0,0.9886619548292076,human,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.5,1.0
squirrel_housenesting_box_cedar_,llm_description,0.5118444639883235,0.4796538526311548,0.0085016833805217,0.4796538526311548,0.5118444639883235,0.0085016833805217,0.5118444639883235,human,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.5,1.0
gama_italy_professional_hair_dry,human_description,0.9837911337776644,0.0162088662223354,0.0,0.0162088662223354,0.9837911337776644,0.0,0.9837911337776644,human,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.5,1.0
gama_italy_professional_hair_dry,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.5,1.0
breylee_aloe_vera_eye_mask_60_pc,human_description,0.9882789630489176,0.0117210369510823,0.0,0.0117210369510823,0.9882789630489176,0.0,0.9882789630489176,human,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.5,1.0
breylee_aloe_vera_eye_mask_60_pc,llm_description,0.1292407108239095,0.8707592891760906,0.0,0.8707592891760906,0.1292407108239095,0.0,0.8707592891760906,ai,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.5,1.0
4in1_kitchen_knife_accessories_3,human_description,0.9923160904814304,0.0076839095185695,0.0,0.0076839095185695,0.9923160904814304,0.0,0.9923160904814304,human,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.5,1.0
4in1_kitchen_knife_accessories_3,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.5,1.0
legendary_whitetails_mens_buck_c,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,0.5,1.0,1.0,1.0,0.625,0.875,0.875,0.5,1.0
legendary_whitetails_mens_buck_c,llm_description,0.5157161042806047,0.4832820000721262,0.0010018956472691,0.4832820000721262,0.5157161042806047,0.0010018956472691,0.5157161042806047,human,0.5,1.0,1.0,1.0,0.625,0.875,0.875,0.5,1.0
christmas_coffee_spoons_set_of_8,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
christmas_coffee_spoons_set_of_8,llm_description,0.4186035285624772,0.5803507606249783,0.0010457108125443,0.5803507606249783,0.4186035285624772,0.0010457108125443,0.5803507606249783,ai,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
gaiam_essentials_thick_yoga_mat_,human_description,0.9838249729020612,0.0161750270979386,0.0,0.0161750270979386,0.9838249729020612,0.0,0.9838249729020612,human,1.0,1.0,1.0,1.0,0.5,0.875,0.75,1.0,1.0
gaiam_essentials_thick_yoga_mat_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.5,0.875,0.75,1.0,1.0
julep_eyeshadow_101_crme_to_powd,human_description,0.9972011087915172,0.0027988912084827,0.0,0.0027988912084827,0.9972011087915172,0.0,0.9972011087915172,human,1.0,1.0,1.0,1.0,0.375,0.875,1.0,1.0,1.0
julep_eyeshadow_101_crme_to_powd,llm_description,0.2388280943453807,0.7594497972707852,0.0017221083838339,0.7594497972707852,0.2388280943453807,0.0017221083838339,0.7594497972707852,ai,1.0,1.0,1.0,1.0,0.375,0.875,1.0,1.0,1.0
soundcore_by_anker_sleep_a10_blu,human_description,0.9838739042061028,0.0161260957938972,0.0,0.0161260957938972,0.9838739042061028,0.0,0.9838739042061028,human,1.0,1.0,1.0,1.0,0.875,0.75,0.75,1.0,1.0
soundcore_by_anker_sleep_a10_blu,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.875,0.75,0.75,1.0,1.0
prelit_artificial_christmas_wrea,human_description,0.992082606353182,0.0079173936468178,0.0,0.0079173936468178,0.992082606353182,0.0,0.992082606353182,human,1.0,1.0,0.75,1.0,0.75,0.875,1.0,0.5,0.5
prelit_artificial_christmas_wrea,llm_description,0.0,0.9983658350582852,0.0016341649417147,0.9983658350582852,0.0,0.0016341649417147,0.9983658350582852,ai,1.0,1.0,0.75,1.0,0.75,0.875,1.0,0.5,0.5
realspace_magellan_59w_managers_,human_description,0.9985006054406604,0.0014993945593397,0.0,0.0014993945593397,0.9985006054406604,0.0,0.9985006054406604,human,1.0,0.5,1.0,1.0,0.625,1.0,0.875,1.0,1.0
realspace_magellan_59w_managers_,llm_description,0.9838249729020612,0.0161750270979386,0.0,0.0161750270979386,0.9838249729020612,0.0,0.9838249729020612,human,1.0,0.5,1.0,1.0,0.625,1.0,0.875,1.0,1.0
kissair_compact_1500w750w_space_,human_description,0.1230144666043754,0.6813480684344492,0.1956374649611753,0.6813480684344492,0.1230144666043754,0.1956374649611753,0.6813480684344492,ai,0.5,0.0,1.0,0.5,0.375,0.25,0.375,0.5,1.0
kissair_compact_1500w750w_space_,llm_description,0.4184591395046145,0.5801505800391998,0.0013902804561854,0.5801505800391998,0.4184591395046145,0.0013902804561854,0.5801505800391998,ai,0.5,0.0,1.0,0.5,0.375,0.25,0.375,0.5,1.0
yiview_sleep_mask_for_men_women_,human_description,0.992326941928918,0.0076730580710819,0.0,0.0076730580710819,0.992326941928918,0.0,0.992326941928918,human,0.5,1.0,1.0,1.0,0.625,0.875,1.0,0.5,1.0
yiview_sleep_mask_for_men_women_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,1.0,1.0,1.0,0.625,0.875,1.0,0.5,1.0
board_game_azul,human_description,0.9005316571197685,0.0989290471286884,0.0005392957515432,0.0989290471286884,0.9005316571197685,0.0005392957515432,0.9005316571197685,human,1.0,1.0,1.0,1.0,0.375,1.0,0.875,1.0,1.0
board_game_azul,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.375,1.0,0.875,1.0,1.0
logitech_trackman_marble_2017_tr,human_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.0,0.5,0.625,1.0,0.75,1.0,1.0
logitech_trackman_marble_2017_tr,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.0,0.5,0.625,1.0,0.75,1.0,1.0
barbie_bluray__digital,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
barbie_bluray__digital,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
midwest_homes_for_pets_hamster_c,human_description,0.9984580058270834,0.0015419941729166,0.0,0.0015419941729166,0.9984580058270834,0.0,0.9984580058270834,human,1.0,1.0,0.75,1.0,0.375,0.375,1.0,1.0,1.0
midwest_homes_for_pets_hamster_c,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.75,1.0,0.375,0.375,1.0,1.0,1.0
ottsuls_shepherdhooks_adjustable,human_description,0.9882789630489176,0.0117210369510823,0.0,0.0117210369510823,0.9882789630489176,0.0,0.9882789630489176,human,0.5,1.0,1.0,1.0,0.5,0.625,0.625,1.0,1.0
ottsuls_shepherdhooks_adjustable,llm_description,0.5155456690945448,0.4831222837923398,0.0013320471131153,0.4831222837923398,0.5155456690945448,0.0013320471131153,0.5155456690945448,human,0.5,1.0,1.0,1.0,0.5,0.625,0.625,1.0,1.0
lincoln_electric_leather_welding,human_description,0.9834530882962552,0.0165066095527612,4.030215098337248e-05,0.0165066095527612,0.9834530882962552,4.030215098337248e-05,0.9834530882962552,human,1.0,1.0,1.0,1.0,0.5,0.625,0.625,1.0,0.5
lincoln_electric_leather_welding,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.5,0.625,0.625,1.0,0.5
giant_fly_glue_trap_by_catchmast,human_description,0.9982746893611372,0.0017253106388626,0.0,0.0017253106388626,0.9982746893611372,0.0,0.9982746893611372,human,1.0,1.0,1.0,1.0,0.875,0.75,0.75,0.5,1.0
giant_fly_glue_trap_by_catchmast,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.875,0.75,0.75,0.5,1.0
mainstays_cool_mist_humidifier_1,human_description,0.9886619548292076,0.0113380451707924,0.0,0.0113380451707924,0.9886619548292076,0.0,0.9886619548292076,human,1.0,1.0,1.0,1.0,0.625,0.875,1.0,1.0,0.5
mainstays_cool_mist_humidifier_1,llm_description,0.1292407108239095,0.8707592891760906,0.0,0.8707592891760906,0.1292407108239095,0.0,0.8707592891760906,ai,1.0,1.0,1.0,1.0,0.625,0.875,1.0,1.0,0.5
vans_womens_doheny_platform_snea,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0
vans_womens_doheny_platform_snea,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0
yingzhao_set_of_5_poinsettia_chr,human_description,0.9923160904814304,0.0076839095185695,0.0,0.0076839095185695,0.9923160904814304,0.0,0.9923160904814304,human,0.5,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0
yingzhao_set_of_5_poinsettia_chr,llm_description,0.1466385218745808,0.8525408039260434,0.0008206741993758,0.8525408039260434,0.1466385218745808,0.0008206741993758,0.8525408039260434,ai,0.5,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0
kitchenaid_5_ultra_power_speed_h,human_description,0.9838739042061028,0.0161260957938972,0.0,0.0161260957938972,0.9838739042061028,0.0,0.9838739042061028,human,1.0,1.0,1.0,1.0,0.375,0.875,0.75,0.5,1.0
kitchenaid_5_ultra_power_speed_h,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.375,0.875,0.75,0.5,1.0
cordless_handheld_standard_range,human_description,0.9882040362865048,0.0117562953627,3.966835079504184e-05,0.0117562953627,0.9882040362865048,3.966835079504184e-05,0.9882040362865048,human,0.5,1.0,1.0,1.0,0.625,1.0,1.0,0.5,1.0
cordless_handheld_standard_range,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,1.0,1.0,1.0,0.625,1.0,1.0,0.5,1.0
the_republic_of_tea__limitededit,human_description,0.9995681134864868,0.000431886513513,0.0,0.000431886513513,0.9995681134864868,0.0,0.9995681134864868,human,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0
the_republic_of_tea__limitededit,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0
maskiss_25pairs_24k_gold_under_e,human_description,0.9838739042061028,0.0161260957938972,0.0,0.0161260957938972,0.9838739042061028,0.0,0.9838739042061028,human,1.0,1.0,0.6666666666666666,1.0,0.375,0.875,1.0,1.0,1.0
maskiss_25pairs_24k_gold_under_e,llm_description,0.0,0.9983658350582852,0.0016341649417147,0.9983658350582852,0.0,0.0016341649417147,0.9983658350582852,ai,1.0,1.0,0.6666666666666666,1.0,0.375,0.875,1.0,1.0,1.0
hammam_linen_white_bath_towels_4,human_description,0.9983064321017524,0.0016935678982476,0.0,0.0016935678982476,0.9983064321017524,0.0,0.9983064321017524,human,0.5,1.0,1.0,1.0,0.5,0.75,1.0,1.0,1.0
hammam_linen_white_bath_towels_4,llm_description,0.9119106329989802,0.0841009719607276,0.0039883950402921,0.0841009719607276,0.9119106329989802,0.0039883950402921,0.9119106329989802,human,0.5,1.0,1.0,1.0,0.5,0.75,1.0,1.0,1.0
2_set_157_gold_circle_mirrors_wa,human_description,0.992082606353182,0.0079173936468178,0.0,0.0079173936468178,0.992082606353182,0.0,0.992082606353182,human,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
2_set_157_gold_circle_mirrors_wa,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
raymate_bluetooth_speakers_pair_,human_description,0.9838249729020612,0.0161750270979386,0.0,0.0161750270979386,0.9838249729020612,0.0,0.9838249729020612,human,0.5,1.0,0.0,1.0,0.375,0.875,1.0,1.0,1.0
raymate_bluetooth_speakers_pair_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,1.0,0.0,1.0,0.375,0.875,1.0,1.0,1.0
amazon_basics_easy_grip_workout_,human_description,0.9747753267973857,0.0252246732026143,0.0,0.0252246732026143,0.9747753267973857,0.0,0.9747753267973857,human,1.0,1.0,1.0,1.0,0.375,0.875,0.75,0.5,1.0
amazon_basics_easy_grip_workout_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.375,0.875,0.75,0.5,1.0
yes4all_premium_surf_balance_boa,human_description,0.9971786007720091,0.0028213992279907,0.0,0.0028213992279907,0.9971786007720091,0.0,0.9971786007720091,human,0.5,1.0,1.0,1.0,0.625,0.75,0.875,0.5,1.0
yes4all_premium_surf_balance_boa,llm_description,0.2391987026219506,0.7606282950571506,0.0001730023208987,0.7606282950571506,0.2391987026219506,0.0001730023208987,0.7606282950571506,ai,0.5,1.0,1.0,1.0,0.625,0.75,0.875,0.5,1.0
owala_freesip_insulated_stainles,human_description,0.9982583254114066,0.0017416745885934,0.0,0.0017416745885934,0.9982583254114066,0.0,0.9982583254114066,human,0.5,0.0,0.0,0.0,0.375,0.625,0.375,0.5,1.0
owala_freesip_insulated_stainles,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,0.0,0.0,0.0,0.375,0.625,0.375,0.5,1.0
cute_ballet_dance_bag_kidstutu_d,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.375,1.0,0.875,1.0,1.0
ttolbi_door_leg_stretcher_stretc,human_description,0.9985006054406604,0.0014993945593397,0.0,0.0014993945593397,0.9985006054406604,0.0,0.9985006054406604,human,0.5,1.0,0.0,1.0,0.875,1.0,1.0,1.0,1.0
ttolbi_door_leg_stretcher_stretc,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,1.0,0.0,1.0,0.875,1.0,1.0,1.0,1.0
rayban_rb2180_round_sunglasses,human_description,0.9921330482742838,0.0078669517257161,0.0,0.0078669517257161,0.9921330482742838,0.0,0.9921330482742838,human,1.0,1.0,1.0,1.0,0.375,1.0,0.75,1.0,1.0
rayban_rb2180_round_sunglasses,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.375,1.0,0.75,1.0,1.0
3pack_italy_travel_power_adapter,human_description,0.9610148666808178,0.0389406635210664,4.446979811567727e-05,0.0389406635210664,0.9610148666808178,4.446979811567727e-05,0.9610148666808178,human,0.5,0.5,1.0,1.0,0.375,1.0,0.625,1.0,1.0
3pack_italy_travel_power_adapter,llm_description,0.5723569834772966,0.4270133194617459,0.0006296970609574,0.4270133194617459,0.5723569834772966,0.0006296970609574,0.5723569834772966,human,0.5,0.5,1.0,1.0,0.375,1.0,0.625,1.0,1.0
sleep_headphones_3d_sleep_mask_b,human_description,0.8943069207330716,0.1052903863786988,0.0004026928882295,0.1052903863786988,0.8943069207330716,0.0004026928882295,0.8943069207330716,human,0.5,1.0,1.0,1.0,0.375,0.75,0.75,0.5,1.0
sleep_headphones_3d_sleep_mask_b,llm_description,0.0,0.9997827195783268,0.0002172804216732,0.9997827195783268,0.0,0.0002172804216732,0.9997827195783268,ai,0.5,1.0,1.0,1.0,0.375,0.75,0.75,0.5,1.0
upgradedkizjorya_dance_mat_for_k,human_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,0.5,0.0,0.5,0.5,0.625,0.5,0.25,0.5,0.5
upgradedkizjorya_dance_mat_for_k,llm_description,0.0,0.9990739025745508,0.0009260974254491,0.9990739025745508,0.0,0.0009260974254491,0.9990739025745508,ai,0.5,0.0,0.5,0.5,0.625,0.5,0.25,0.5,0.5
bakugan_battle_arena_with_exclus,human_description,0.9010175720684508,0.0989824279315493,0.0,0.0989824279315493,0.9010175720684508,0.0,0.9010175720684508,human,0.5,1.0,0.6666666666666666,1.0,0.75,0.375,0.875,0.5,1.0
bakugan_battle_arena_with_exclus,llm_description,0.2388280943453807,0.7594497972707852,0.0017221083838339,0.7594497972707852,0.2388280943453807,0.0017221083838339,0.7594497972707852,ai,0.5,1.0,0.6666666666666666,1.0,0.75,0.375,0.875,0.5,1.0
darkecho_gaming_office_chair_wit,human_description,0.9886619548292076,0.0113380451707924,0.0,0.0113380451707924,0.9886619548292076,0.0,0.9886619548292076,human,0.5,0.5,0.5,1.0,0.375,0.5,0.875,0.5,0.5
darkecho_gaming_office_chair_wit,llm_description,0.7645096639578299,0.2346529760597409,0.0008373599824291,0.2346529760597409,0.7645096639578299,0.0008373599824291,0.7645096639578299,human,0.5,0.5,0.5,1.0,0.375,0.5,0.875,0.5,0.5
heytoo_9inch_glitter_women_handh,human_description,0.949308692707372,0.0506457540742124,4.555321841548792e-05,0.0506457540742124,0.949308692707372,4.555321841548792e-05,0.949308692707372,human,1.0,1.0,1.0,1.0,0.375,0.875,0.75,1.0,1.0
heytoo_9inch_glitter_women_handh,llm_description,0.4184591395046145,0.5801505800391998,0.0013902804561854,0.5801505800391998,0.4184591395046145,0.0013902804561854,0.5801505800391998,ai,1.0,1.0,1.0,1.0,0.375,0.875,0.75,1.0,1.0
hasbro_gaming_taboo_kids_vs_pare,human_description,0.9838739042061028,0.0161260957938972,0.0,0.0161260957938972,0.9838739042061028,0.0,0.9838739042061028,human,1.0,1.0,1.0,1.0,0.75,0.75,0.875,1.0,1.0
hasbro_gaming_taboo_kids_vs_pare,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai,1.0,1.0,1.0,1.0,0.75,0.75,0.875,1.0,1.0
bingopaw_playpen_welded_wire_dog,human_description,0.9983064321017524,0.0016935678982476,0.0,0.0016935678982476,0.9983064321017524,0.0,0.9983064321017524,human,1.0,0.0,1.0,1.0,0.5,0.875,0.75,1.0,0.5
bingopaw_playpen_welded_wire_dog,llm_description,0.5722330910443549,0.4276186081694954,0.0001483007861497,0.4276186081694954,0.5722330910443549,0.0001483007861497,0.5722330910443549,human,1.0,0.0,1.0,1.0,0.5,0.875,0.75,1.0,0.5
bissell_crosswave_cordless_max_a,human_description,0.9923160904814304,0.0076839095185695,0.0,0.0076839095185695,0.9923160904814304,0.0,0.9923160904814304,human,1.0,0.5,1.0,1.0,0.375,0.5,0.75,0.5,0.5
bissell_crosswave_cordless_max_a,llm_description,0.5694165541536163,0.4211254960283465,0.0094579498180372,0.4211254960283465,0.5694165541536163,0.0094579498180372,0.5694165541536163,human,1.0,0.5,1.0,1.0,0.375,0.5,0.75,0.5,0.5
suclain_set_of_12_christmas_nati,human_description,0.99153255582052,0.0084674441794799,0.0,0.0084674441794799,0.99153255582052,0.0,0.99153255582052,human,0.5,1.0,1.0,1.0,0.625,0.625,1.0,1.0,1.0
